"exper","male","school","wage"
11,1,10,7.66196727752686
8,1,12,4.23891258239746
10,1,8,5.85932111740112
9,1,12,7.62153625488281
5,1,12,17.2334690093994
8,1,11,8.90462589263916
6,1,12,7.56616830825806
10,1,9,4.08460235595703
9,1,11,7.96178340911865
10,1,8,3.96624207496643
12,1,8,3.48214673995972
9,1,9,4.26524114608765
3,1,12,1.93379175662994
8,1,12,10.4990549087524
3,1,12,2.94880867004395
2,1,11,2.53257513046265
9,1,9,8.11789703369141
8,1,11,6.43067121505737
7,1,10,3.29968357086182
6,1,12,4.53340005874634
9,1,7,2.3094367980957
12,1,8,2.5110239982605
6,1,12,2.24196648597717
7,1,10,3.64915084838867
11,1,9,5.1445369720459
8,1,12,4.32034778594971
8,1,12,4.83480453491211
5,1,11,112.791931152344
10,1,11,2.82666873931885
7,1,10,2.59055042266846
8,1,13,8.79612159729004
6,1,12,3.37900614738464
9,1,12,6.12444877624512
8,1,9,1.96174597740173
6,1,12,3.84350275993347
6,1,12,4.08296585083008
3,1,11,2.65392780303955
7,1,12,3.60874032974243
7,1,12,5.63449287414551
9,1,10,5.51200389862061
8,1,12,4.89955902099609
10,1,7,1.93247175216675
8,1,11,5.20578145980835
9,1,10,6.43135833740234
7,1,12,7.89373397827148
12,1,9,4.33422517776489
9,1,11,7.01478719711304
6,1,11,5.26843214035034
7,1,11,7.34933853149414
8,1,10,5.06850957870483
9,1,11,8.65968608856201
9,1,11,9.40540313720703
8,1,8,2.61529278755188
9,1,11,11.2633543014526
8,1,11,6.12444877624512
9,1,11,7.92167377471924
8,1,11,5.93161678314209
8,1,11,8.57422828674316
9,1,10,3.93985152244568
6,1,11,4.92618703842163
7,1,11,2.06799578666687
10,1,7,3.86633372306824
7,1,11,7.96178340911865
5,1,11,4.71809387207031
9,1,11,1.67030417919159
8,1,10,4.44378614425659
4,1,11,8.3243989944458
10,1,10,11.2007818222046
4,1,11,4.97611474990845
10,1,10,3.24474120140076
8,1,10,2.96528244018555
7,1,10,4.14676237106323
9,1,10,3.9664306640625
8,1,11,5.46263027191162
9,1,10,7.08907508850098
5,1,11,14.6236839294434
3,1,11,6.38930463790894
10,1,10,3.70315504074097
9,1,10,7.38912630081177
12,1,8,9.49289608001709
7,1,11,11.6513900756836
11,1,8,6.73689365386963
6,1,11,11.268985748291
9,1,10,4.55120372772217
8,1,11,4.28711414337158
5,1,11,4.60440492630005
8,1,10,3.98089170455933
7,1,10,10.84694480896
6,1,11,4.5964937210083
6,1,11,3.37006711959839
6,1,11,10.7956390380859
8,1,11,3.12226796150208
8,1,11,6.72702121734619
8,1,11,4.76681327819824
8,1,10,4.13400316238403
9,1,11,7.01865196228027
9,1,11,8.57422828674316
7,1,11,4.36492490768433
9,1,11,5.73822212219238
9,1,10,7.6555609703064
4,1,11,4.44022560119629
9,1,11,2.1362886428833
9,1,10,7.21067190170288
6,1,10,5.07299470901489
6,1,11,9.47831344604492
10,1,9,5.51200389862061
6,1,9,3.79132533073425
9,1,11,10.5936412811279
7,1,11,8.0629186630249
6,1,10,5.18190670013428
8,1,11,8.22329711914062
6,1,11,4.42321300506592
6,1,11,10.1665849685669
4,1,11,5.28771209716797
6,1,11,7.35889291763306
6,1,10,8.53048229217529
6,1,11,24.8805732727051
5,1,10,3.82990336418152
7,1,11,15.3111219406128
4,1,11,9.97140502929688
7,1,11,13.3819208145142
8,1,11,7.6555609703064
7,1,11,4.77754783630371
9,1,10,5.31893682479858
6,1,10,2.63054513931274
8,1,11,4.15962553024292
5,1,11,6.12444877624512
8,1,11,4.10103940963745
9,1,11,5.42078876495361
5,1,11,6.12444877624512
6,1,11,7.42357444763184
6,1,8,10.070240020752
7,1,8,3.89964914321899
8,1,12,6.14335155487061
10,1,10,5.20189094543457
6,1,9,5.51200389862061
9,1,10,8.16593170166016
9,1,11,4.59333658218384
9,1,11,7.97959518432617
5,1,11,7.47031545639038
7,1,11,7.04311609268188
5,1,10,6.11325216293335
7,1,10,6.82438564300537
7,1,9,3.26637268066406
6,1,10,7.74241495132446
4,1,11,10.5646743774414
7,1,10,4.51660585403442
5,1,10,1.59235668182373
8,1,11,8.67520523071289
7,1,11,5.47651624679565
8,1,10,4.89955902099609
7,1,11,5.89761734008789
5,1,11,7.83929443359375
10,1,9,5.93194580078125
8,1,11,6.14262247085571
7,1,11,5.8197808265686
10,1,9,2.8155620098114
9,1,10,4.25649213790894
3,1,11,5.51200389862061
9,1,11,5.56083583831787
8,1,11,10.4416828155518
6,1,10,7.6555609703064
9,1,11,3.08198070526123
9,1,11,4.59333658218384
8,1,11,3.73495173454285
5,1,11,7.34933853149414
7,1,10,3.1453959941864
4,1,11,8.32925033569336
8,1,11,5.53863191604614
6,1,11,6.41063785552979
5,1,11,10.4115629196167
7,1,11,1.61478424072266
7,1,11,5.02702474594116
9,1,10,6.53579235076904
7,1,11,5.06747531890869
9,1,11,3.06038522720337
4,1,11,7.0251030921936
7,1,11,8.88045120239258
8,1,11,2.00611877441406
4,1,11,12.2488975524902
8,1,11,4.73157405853271
6,1,11,11.2314224243164
8,1,11,5.09554147720337
2,1,11,1.729647397995
6,1,11,4.89955902099609
7,1,10,6.12444877624512
7,1,10,3.67466926574707
9,1,10,3.24497723579407
7,1,10,2.5275502204895
9,1,11,7.45047616958618
9,1,11,3.67466926574707
7,1,11,3.30364465713501
6,1,9,2.84786868095398
12,1,8,4.77707004547119
4,1,10,4.59517765045166
6,1,11,4.76297855377197
8,1,11,6.73689365386963
8,1,9,0.353857040405273
5,1,11,1.97302103042603
9,1,11,4.86215782165527
8,1,11,5.98068237304688
6,1,9,1.32696390151978
14,1,5,4.88629293441772
10,1,7,3.26637268066406
7,1,10,2.33711838722229
7,1,10,4.23569536209106
7,1,10,7.04582595825195
5,1,10,0.399086892604828
9,1,9,5.46620178222656
7,1,11,1.42620396614075
9,1,9,2.86974167823792
8,1,11,22.1160659790039
6,1,11,2.99737739562988
8,1,11,4.85803747177124
9,1,9,3.34060835838318
9,1,11,7.6555609703064
8,1,11,4.59333658218384
9,1,10,4.08296585083008
7,1,10,4.28711414337158
5,1,9,2.98753595352173
9,1,11,4.65458106994629
11,1,8,5.51200389862061
14,1,6,6.43067121505737
8,1,10,7.70909643173218
8,1,10,3.32731246948242
5,1,12,4.40960311889648
5,1,12,6.45005226135254
8,1,10,3.51686143875122
9,1,11,6.64384651184082
10,1,9,3.81402802467346
10,1,10,4.02809619903564
9,1,8,2.12540936470032
7,1,8,1.06690561771393
9,1,10,10.6984968185425
9,1,10,5.55204248428345
6,1,11,3.67466926574707
6,1,10,4.69602203369141
9,1,10,6.13968372344971
5,1,10,2.7560019493103
8,1,11,3.42867684364319
9,1,8,3.62930297851562
7,1,10,6.89000511169434
9,1,9,2.98698353767395
6,1,11,7.27934503555298
9,1,11,10.4115629196167
9,1,10,8.56873512268066
9,1,10,6.36665868759155
8,1,10,5.51200389862061
3,1,9,3.4020676612854
7,1,11,4.22552728652954
6,1,9,3.98089170455933
9,1,10,6.57235431671143
3,1,11,5.86579751968384
8,1,8,5.00216770172119
9,1,10,6.11464977264404
4,1,10,8.90828895568848
7,1,10,5.6533374786377
9,1,10,9.18667316436768
6,1,10,1.44213438034058
7,1,10,4.76623773574829
8,1,10,3.56054902076721
9,1,10,4.2274956703186
7,1,10,7.04582595825195
7,1,10,2.12314224243164
8,1,10,7.54671430587769
6,1,10,4.28711414337158
9,1,10,4.59191226959229
10,1,9,6.9358549118042
9,1,10,3.67466926574707
4,1,11,5.62008237838745
9,1,10,5.81441450119019
9,1,9,7.7205171585083
6,1,10,10.4741687774658
6,1,10,8.177414894104
6,1,11,3.65592098236084
4,1,10,4.59333658218384
9,1,10,5.3078556060791
6,1,10,4.59333658218384
9,1,9,8.88757228851318
9,1,10,5.09554147720337
9,1,9,7.63313436508179
4,1,8,2.53329467773438
3,1,11,3.89964914321899
7,1,11,6.58412647247314
4,1,8,1.51653015613556
8,1,8,4.2819676399231
9,1,9,3.59347057342529
6,1,8,4.34279108047485
4,1,10,5.7903881072998
6,1,8,2.07698702812195
9,1,10,6.12444877624512
4,1,10,2.85624527931213
5,1,8,5.51200389862061
6,1,9,4.28711414337158
5,1,9,7.14519023895264
6,1,9,4.53878402709961
10,1,8,2.90911316871643
7,1,7,4.1539740562439
